PLL Rx Low Band:
Fout=864.00 (A=000, B=135)
Fout=942.70 (A=019, B=147)
Fout=942.80 (A=020, B=147)
Fout=942.90 (A=021, B=147)
Fout=943.00 (A=022, B=147)
Fout=943.10 (A=023, B=147)
Fout=943.20 (A=024, B=147)
Fout=943.30 (A=025, B=147)
Fout=943.40 (A=026, B=147)
Fout=943.50 (A=027, B=147)
Fout=943.60 (A=028, B=147)
Fout=943.70 (A=029, B=147)
Fout=943.80 (A=030, B=147)
Fout=943.90 (A=031, B=147)
Fout=944.00 (A=032, B=147)
Fout=944.10 (A=033, B=147)
Fout=944.20 (A=034, B=147)
Fout=944.30 (A=035, B=147)
Fout=944.40 (A=036, B=147)
Fout=944.50 (A=037, B=147)
Fout=944.60 (A=038, B=147)
Fout=944.70 (A=039, B=147)
Fout=944.80 (A=040, B=147)
Fout=944.90 (A=041, B=147)
Fout=945.00 (A=042, B=147)
Fout=945.10 (A=043, B=147)
Fout=945.20 (A=044, B=147)
Fout=945.30 (A=045, B=147)
Fout=945.40 (A=046, B=147)
Fout=945.50 (A=047, B=147)
Fout=945.60 (A=048, B=147)
Fout=945.70 (A=049, B=147)
Fout=945.80 (A=050, B=147)
Fout=945.90 (A=051, B=147)
Fout=946.00 (A=052, B=147)
Fout=946.10 (A=053, B=147)
Fout=946.20 (A=054, B=147)
Fout=946.30 (A=055, B=147)
Fout=946.40 (A=056, B=147)
Fout=946.50 (A=057, B=147)
Fout=946.60 (A=058, B=147)
Fout=946.70 (A=059, B=147)
Fout=946.80 (A=060, B=147)
Fout=946.90 (A=061, B=147)
Fout=947.00 (A=062, B=147)
Fout=947.20 (A=000, B=148)
Fout=947.30 (A=001, B=148)
Fout=947.40 (A=002, B=148)
Fout=947.50 (A=003, B=148)
Fout=947.60 (A=004, B=148)
Fout=947.70 (A=005, B=148)
Fout=947.80 (A=006, B=148)
Fout=947.90 (A=007, B=148)
Fout=948.00 (A=008, B=148)
Fout=948.10 (A=009, B=148)
Fout=948.20 (A=010, B=148)
Fout=948.30 (A=011, B=148)
Fout=948.40 (A=012, B=148)
Fout=948.50 (A=013, B=148)
Fout=948.60 (A=014, B=148)
Fout=948.70 (A=015, B=148)
Fout=948.80 (A=016, B=148)
Fout=948.90 (A=017, B=148)
Fout=949.00 (A=018, B=148)
Fout=949.10 (A=019, B=148)
Fout=949.20 (A=020, B=148)
Fout=949.30 (A=021, B=148)
Fout=949.40 (A=022, B=148)
Fout=949.50 (A=023, B=148)
Fout=949.60 (A=024, B=148)
Fout=949.70 (A=025, B=148)
Fout=949.80 (A=026, B=148)
Fout=949.90 (A=027, B=148)
Fout=950.00 (A=028, B=148)
Fout=950.10 (A=029, B=148)
Fout=950.20 (A=030, B=148)
Fout=950.30 (A=031, B=148)
Fout=950.40 (A=032, B=148)
Fout=950.50 (A=033, B=148)
Fout=950.60 (A=034, B=148)
Fout=950.70 (A=035, B=148)
Fout=950.80 (A=036, B=148)
Fout=950.90 (A=037, B=148)
Fout=951.00 (A=038, B=148)
Fout=951.10 (A=039, B=148)
Fout=951.20 (A=040, B=148)
Fout=951.30 (A=041, B=148)
Fout=951.40 (A=042, B=148)
Fout=951.50 (A=043, B=148)
Fout=951.60 (A=044, B=148)
Fout=951.70 (A=045, B=148)
Fout=951.80 (A=046, B=148)
Fout=951.90 (A=047, B=148)
Fout=952.00 (A=048, B=148)
Fout=952.10 (A=049, B=148)
Fout=952.20 (A=050, B=148)
Fout=952.30 (A=051, B=148)
Fout=952.40 (A=052, B=148)
Fout=952.50 (A=053, B=148)
Fout=952.60 (A=054, B=148)
Fout=952.70 (A=055, B=148)
Fout=952.80 (A=056, B=148)
Fout=952.90 (A=057, B=148)
Fout=953.00 (A=058, B=148)
Fout=953.10 (A=059, B=148)
Fout=953.20 (A=060, B=148)
Fout=953.30 (A=061, B=148)
Fout=953.40 (A=062, B=148)
Fout=953.60 (A=000, B=149)
Fout=953.70 (A=001, B=149)
Fout=953.80 (A=002, B=149)
Fout=953.90 (A=003, B=149)
Fout=954.00 (A=004, B=149)
Fout=954.10 (A=005, B=149)
Fout=954.20 (A=006, B=149)
Fout=954.30 (A=007, B=149)
Fout=954.40 (A=008, B=149)
Fout=954.50 (A=009, B=149)
Fout=954.60 (A=010, B=149)
Fout=954.70 (A=011, B=149)
Fout=954.80 (A=012, B=149)
Fout=954.90 (A=013, B=149)
Fout=955.00 (A=014, B=149)
Fout=955.10 (A=015, B=149)
Fout=955.20 (A=016, B=149)
Fout=955.30 (A=017, B=149)
Fout=955.40 (A=018, B=149)
Fout=955.50 (A=019, B=149)
Fout=955.60 (A=020, B=149)
Fout=955.70 (A=021, B=149)
Fout=955.80 (A=022, B=149)
Fout=955.90 (A=023, B=149)
Fout=956.00 (A=024, B=149)
Fout=956.10 (A=025, B=149)
Fout=956.20 (A=026, B=149)
Fout=956.30 (A=027, B=149)
Fout=956.40 (A=028, B=149)
Fout=956.50 (A=029, B=149)
Fout=956.60 (A=030, B=149)
Fout=956.70 (A=031, B=149)
Fout=956.80 (A=032, B=149)
Fout=956.90 (A=033, B=149)
Fout=957.00 (A=034, B=149)
Fout=957.10 (A=035, B=149)
Fout=957.20 (A=036, B=149)
Fout=957.30 (A=037, B=149)
Fout=957.40 (A=038, B=149)
Fout=957.50 (A=039, B=149)
Fout=957.60 (A=040, B=149)
Fout=957.70 (A=041, B=149)
Fout=957.80 (A=042, B=149)
Fout=957.90 (A=043, B=149)
Fout=958.00 (A=044, B=149)
Fout=958.10 (A=045, B=149)
Fout=958.20 (A=046, B=149)
Fout=958.30 (A=047, B=149)
Fout=958.40 (A=048, B=149)
Fout=958.50 (A=049, B=149)
Fout=958.60 (A=050, B=149)
Fout=958.70 (A=051, B=149)
Fout=958.80 (A=052, B=149)
Fout=958.90 (A=053, B=149)
Fout=959.00 (A=054, B=149)
Fout=959.10 (A=055, B=149)
Fout=959.20 (A=056, B=149)
Fout=959.30 (A=057, B=149)
Fout=959.40 (A=058, B=149)
Fout=959.50 (A=059, B=149)
Fout=959.60 (A=060, B=149)
Fout=959.70 (A=061, B=149)
Fout=959.80 (A=062, B=149)
Fout=960.00 (A=000, B=150)
Fout=960.10 (A=001, B=150)
Fout=960.20 (A=002, B=150)
Fout=960.30 (A=003, B=150)
Fout=960.40 (A=004, B=150)
Fout=960.50 (A=005, B=150)
Fout=960.60 (A=006, B=150)
Fout=960.70 (A=007, B=150)
Fout=960.80 (A=008, B=150)
Fout=960.90 (A=009, B=150)
Fout=961.00 (A=010, B=150)
Fout=961.10 (A=011, B=150)
Fout=961.20 (A=012, B=150)
Fout=961.30 (A=013, B=150)
Fout=961.40 (A=014, B=150)
Fout=961.50 (A=015, B=150)
Fout=961.60 (A=016, B=150)
Fout=961.70 (A=017, B=150)
Fout=961.80 (A=018, B=150)
Fout=961.90 (A=019, B=150)
Fout=962.00 (A=020, B=150)
Fout=962.10 (A=021, B=150)
Fout=962.20 (A=022, B=150)
Fout=962.30 (A=023, B=150)
Fout=962.40 (A=024, B=150)
Fout=962.50 (A=025, B=150)
Fout=962.60 (A=026, B=150)
Fout=962.70 (A=027, B=150)
Fout=962.80 (A=028, B=150)
Fout=962.90 (A=029, B=150)
Fout=963.00 (A=030, B=150)
Fout=963.10 (A=031, B=150)
Fout=963.20 (A=032, B=150)
Fout=963.30 (A=033, B=150)
Fout=963.40 (A=034, B=150)
Fout=963.50 (A=035, B=150)
Fout=963.60 (A=036, B=150)
Fout=963.70 (A=037, B=150)
Fout=963.80 (A=038, B=150)
Fout=963.90 (A=039, B=150)
Fout=964.00 (A=040, B=150)
Fout=964.10 (A=041, B=150)
Fout=964.20 (A=042, B=150)
Fout=964.30 (A=043, B=150)
Fout=964.40 (A=044, B=150)
Fout=964.50 (A=045, B=150)
Fout=964.60 (A=046, B=150)
Fout=964.70 (A=047, B=150)
Fout=964.80 (A=048, B=150)
Fout=964.90 (A=049, B=150)
Fout=965.00 (A=050, B=150)
Fout=965.10 (A=051, B=150)
Fout=965.20 (A=052, B=150)
Fout=965.30 (A=053, B=150)
Fout=965.40 (A=054, B=150)
Fout=965.50 (A=055, B=150)
Fout=965.60 (A=056, B=150)
Fout=965.70 (A=057, B=150)
Fout=965.80 (A=058, B=150)
Fout=965.90 (A=059, B=150)
Fout=966.00 (A=060, B=150)
Fout=966.10 (A=061, B=150)
Fout=966.20 (A=062, B=150)
======================================================================
PLL Rx High Band:
Fout=1804.80 (A=000, B=141)
Fout=1805.00 (A=001, B=141)
Fout=1805.20 (A=002, B=141)
Fout=1805.40 (A=003, B=141)
Fout=1805.60 (A=004, B=141)
Fout=1805.80 (A=005, B=141)
Fout=1806.00 (A=006, B=141)
Fout=1806.20 (A=007, B=141)
Fout=1806.40 (A=008, B=141)
Fout=1806.60 (A=009, B=141)
Fout=1806.80 (A=010, B=141)
Fout=1807.00 (A=011, B=141)
Fout=1807.20 (A=012, B=141)
Fout=1807.40 (A=013, B=141)
Fout=1807.60 (A=014, B=141)
Fout=1807.80 (A=015, B=141)
Fout=1808.00 (A=016, B=141)
Fout=1808.20 (A=017, B=141)
Fout=1808.40 (A=018, B=141)
Fout=1808.60 (A=019, B=141)
Fout=1808.80 (A=020, B=141)
Fout=1809.00 (A=021, B=141)
Fout=1809.20 (A=022, B=141)
Fout=1809.40 (A=023, B=141)
Fout=1809.60 (A=024, B=141)
Fout=1809.80 (A=025, B=141)
Fout=1810.00 (A=026, B=141)
Fout=1810.20 (A=027, B=141)
Fout=1810.40 (A=028, B=141)
Fout=1810.60 (A=029, B=141)
Fout=1810.80 (A=030, B=141)
Fout=1811.00 (A=031, B=141)
Fout=1811.20 (A=032, B=141)
Fout=1811.40 (A=033, B=141)
Fout=1811.60 (A=034, B=141)
Fout=1811.80 (A=035, B=141)
Fout=1812.00 (A=036, B=141)
Fout=1812.20 (A=037, B=141)
Fout=1812.40 (A=038, B=141)
Fout=1812.60 (A=039, B=141)
Fout=1812.80 (A=040, B=141)
Fout=1813.00 (A=041, B=141)
Fout=1813.20 (A=042, B=141)
Fout=1813.40 (A=043, B=141)
Fout=1813.60 (A=044, B=141)
Fout=1813.80 (A=045, B=141)
Fout=1814.00 (A=046, B=141)
Fout=1814.20 (A=047, B=141)
Fout=1814.40 (A=048, B=141)
Fout=1814.60 (A=049, B=141)
Fout=1814.80 (A=050, B=141)
Fout=1815.00 (A=051, B=141)
Fout=1815.20 (A=052, B=141)
Fout=1815.40 (A=053, B=141)
Fout=1815.60 (A=054, B=141)
Fout=1815.80 (A=055, B=141)
Fout=1816.00 (A=056, B=141)
Fout=1816.20 (A=057, B=141)
Fout=1816.40 (A=058, B=141)
Fout=1816.60 (A=059, B=141)
Fout=1816.80 (A=060, B=141)
Fout=1817.00 (A=061, B=141)
Fout=1817.20 (A=062, B=141)
Fout=1817.60 (A=000, B=142)
Fout=1817.80 (A=001, B=142)
Fout=1818.00 (A=002, B=142)
Fout=1818.20 (A=003, B=142)
Fout=1818.40 (A=004, B=142)
Fout=1818.60 (A=005, B=142)
Fout=1818.80 (A=006, B=142)
Fout=1819.00 (A=007, B=142)
Fout=1819.20 (A=008, B=142)
Fout=1819.40 (A=009, B=142)
Fout=1819.60 (A=010, B=142)
Fout=1819.80 (A=011, B=142)
Fout=1820.00 (A=012, B=142)
Fout=1820.20 (A=013, B=142)
Fout=1820.40 (A=014, B=142)
Fout=1820.60 (A=015, B=142)
Fout=1820.80 (A=016, B=142)
Fout=1821.00 (A=017, B=142)
Fout=1821.20 (A=018, B=142)
Fout=1821.40 (A=019, B=142)
Fout=1821.60 (A=020, B=142)
Fout=1821.80 (A=021, B=142)
Fout=1822.00 (A=022, B=142)
Fout=1822.20 (A=023, B=142)
Fout=1822.40 (A=024, B=142)
Fout=1822.60 (A=025, B=142)
Fout=1822.80 (A=026, B=142)
Fout=1823.00 (A=027, B=142)
Fout=1823.20 (A=028, B=142)
Fout=1823.40 (A=029, B=142)
Fout=1823.60 (A=030, B=142)
Fout=1823.80 (A=031, B=142)
Fout=1824.00 (A=032, B=142)
Fout=1824.20 (A=033, B=142)
Fout=1824.40 (A=034, B=142)
Fout=1824.60 (A=035, B=142)
Fout=1824.80 (A=036, B=142)
Fout=1825.00 (A=037, B=142)
Fout=1825.20 (A=038, B=142)
Fout=1825.40 (A=039, B=142)
Fout=1825.60 (A=040, B=142)
Fout=1825.80 (A=041, B=142)
Fout=1826.00 (A=042, B=142)
Fout=1826.20 (A=043, B=142)
Fout=1826.40 (A=044, B=142)
Fout=1826.60 (A=045, B=142)
Fout=1826.80 (A=046, B=142)
Fout=1827.00 (A=047, B=142)
Fout=1827.20 (A=048, B=142)
Fout=1827.40 (A=049, B=142)
Fout=1827.60 (A=050, B=142)
Fout=1827.80 (A=051, B=142)
Fout=1828.00 (A=052, B=142)
Fout=1828.20 (A=053, B=142)
Fout=1828.40 (A=054, B=142)
Fout=1828.60 (A=055, B=142)
Fout=1828.80 (A=056, B=142)
Fout=1829.00 (A=057, B=142)
Fout=1829.20 (A=058, B=142)
Fout=1829.40 (A=059, B=142)
Fout=1829.60 (A=060, B=142)
Fout=1829.80 (A=061, B=142)
Fout=1830.00 (A=062, B=142)
Fout=1830.40 (A=000, B=143)
Fout=1830.60 (A=001, B=143)
Fout=1830.80 (A=002, B=143)
Fout=1831.00 (A=003, B=143)
Fout=1831.20 (A=004, B=143)
Fout=1831.40 (A=005, B=143)
Fout=1831.60 (A=006, B=143)
Fout=1831.80 (A=007, B=143)
Fout=1832.00 (A=008, B=143)
Fout=1832.20 (A=009, B=143)
Fout=1832.40 (A=010, B=143)
Fout=1832.60 (A=011, B=143)
Fout=1832.80 (A=012, B=143)
Fout=1833.00 (A=013, B=143)
Fout=1833.20 (A=014, B=143)
Fout=1833.40 (A=015, B=143)
Fout=1833.60 (A=016, B=143)
Fout=1833.80 (A=017, B=143)
Fout=1834.00 (A=018, B=143)
Fout=1834.20 (A=019, B=143)
Fout=1834.40 (A=020, B=143)
Fout=1834.60 (A=021, B=143)
Fout=1834.80 (A=022, B=143)
Fout=1835.00 (A=023, B=143)
Fout=1835.20 (A=024, B=143)
Fout=1835.40 (A=025, B=143)
Fout=1835.60 (A=026, B=143)
Fout=1835.80 (A=027, B=143)
Fout=1836.00 (A=028, B=143)
Fout=1836.20 (A=029, B=143)
Fout=1836.40 (A=030, B=143)
Fout=1836.60 (A=031, B=143)
Fout=1836.80 (A=032, B=143)
Fout=1837.00 (A=033, B=143)
Fout=1837.20 (A=034, B=143)
Fout=1837.40 (A=035, B=143)
Fout=1837.60 (A=036, B=143)
Fout=1837.80 (A=037, B=143)
Fout=1838.00 (A=038, B=143)
Fout=1838.20 (A=039, B=143)
Fout=1838.40 (A=040, B=143)
Fout=1838.60 (A=041, B=143)
Fout=1838.80 (A=042, B=143)
Fout=1839.00 (A=043, B=143)
Fout=1839.20 (A=044, B=143)
Fout=1839.40 (A=045, B=143)
Fout=1839.60 (A=046, B=143)
Fout=1839.80 (A=047, B=143)
Fout=1840.00 (A=048, B=143)
Fout=1840.20 (A=049, B=143)
Fout=1840.40 (A=050, B=143)
Fout=1840.60 (A=051, B=143)
Fout=1840.80 (A=052, B=143)
Fout=1841.00 (A=053, B=143)
Fout=1841.20 (A=054, B=143)
Fout=1841.40 (A=055, B=143)
Fout=1841.60 (A=056, B=143)
Fout=1841.80 (A=057, B=143)
Fout=1842.00 (A=058, B=143)
Fout=1842.20 (A=059, B=143)
Fout=1842.40 (A=060, B=143)
Fout=1842.60 (A=061, B=143)
Fout=1842.80 (A=062, B=143)
Fout=1843.20 (A=000, B=144)
Fout=1843.40 (A=001, B=144)
Fout=1843.60 (A=002, B=144)
Fout=1843.80 (A=003, B=144)
Fout=1844.00 (A=004, B=144)
Fout=1844.20 (A=005, B=144)
Fout=1844.40 (A=006, B=144)
Fout=1844.60 (A=007, B=144)
Fout=1844.80 (A=008, B=144)
Fout=1845.00 (A=009, B=144)
Fout=1845.20 (A=010, B=144)
Fout=1845.40 (A=011, B=144)
Fout=1845.60 (A=012, B=144)
Fout=1845.80 (A=013, B=144)
Fout=1846.00 (A=014, B=144)
Fout=1846.20 (A=015, B=144)
Fout=1846.40 (A=016, B=144)
Fout=1846.60 (A=017, B=144)
Fout=1846.80 (A=018, B=144)
Fout=1847.00 (A=019, B=144)
Fout=1847.20 (A=020, B=144)
Fout=1847.40 (A=021, B=144)
Fout=1847.60 (A=022, B=144)
Fout=1847.80 (A=023, B=144)
Fout=1848.00 (A=024, B=144)
Fout=1848.20 (A=025, B=144)
Fout=1848.40 (A=026, B=144)
Fout=1848.60 (A=027, B=144)
Fout=1848.80 (A=028, B=144)
Fout=1849.00 (A=029, B=144)
Fout=1849.20 (A=030, B=144)
Fout=1849.40 (A=031, B=144)
Fout=1849.60 (A=032, B=144)
Fout=1849.80 (A=033, B=144)
Fout=1850.00 (A=034, B=144)
Fout=1850.20 (A=035, B=144)
Fout=1850.40 (A=036, B=144)
Fout=1850.60 (A=037, B=144)
Fout=1850.80 (A=038, B=144)
Fout=1851.00 (A=039, B=144)
Fout=1851.20 (A=040, B=144)
Fout=1851.40 (A=041, B=144)
Fout=1851.60 (A=042, B=144)
Fout=1851.80 (A=043, B=144)
Fout=1852.00 (A=044, B=144)
Fout=1852.20 (A=045, B=144)
Fout=1852.40 (A=046, B=144)
Fout=1852.60 (A=047, B=144)
Fout=1852.80 (A=048, B=144)
Fout=1853.00 (A=049, B=144)
Fout=1853.20 (A=050, B=144)
Fout=1853.40 (A=051, B=144)
Fout=1853.60 (A=052, B=144)
Fout=1853.80 (A=053, B=144)
Fout=1854.00 (A=054, B=144)
Fout=1854.20 (A=055, B=144)
Fout=1854.40 (A=056, B=144)
Fout=1854.60 (A=057, B=144)
Fout=1854.80 (A=058, B=144)
Fout=1855.00 (A=059, B=144)
Fout=1855.20 (A=060, B=144)
Fout=1855.40 (A=061, B=144)
Fout=1855.60 (A=062, B=144)
Fout=1856.00 (A=000, B=145)
Fout=1856.20 (A=001, B=145)
Fout=1856.40 (A=002, B=145)
Fout=1856.60 (A=003, B=145)
Fout=1856.80 (A=004, B=145)
Fout=1857.00 (A=005, B=145)
Fout=1857.20 (A=006, B=145)
Fout=1857.40 (A=007, B=145)
Fout=1857.60 (A=008, B=145)
Fout=1857.80 (A=009, B=145)
Fout=1858.00 (A=010, B=145)
Fout=1858.20 (A=011, B=145)
Fout=1858.40 (A=012, B=145)
Fout=1858.60 (A=013, B=145)
Fout=1858.80 (A=014, B=145)
Fout=1859.00 (A=015, B=145)
Fout=1859.20 (A=016, B=145)
Fout=1859.40 (A=017, B=145)
Fout=1859.60 (A=018, B=145)
Fout=1859.80 (A=019, B=145)
Fout=1860.00 (A=020, B=145)
Fout=1860.20 (A=021, B=145)
Fout=1860.40 (A=022, B=145)
Fout=1860.60 (A=023, B=145)
Fout=1860.80 (A=024, B=145)
Fout=1861.00 (A=025, B=145)
Fout=1861.20 (A=026, B=145)
Fout=1861.40 (A=027, B=145)
Fout=1861.60 (A=028, B=145)
Fout=1861.80 (A=029, B=145)
Fout=1862.00 (A=030, B=145)
Fout=1862.20 (A=031, B=145)
Fout=1862.40 (A=032, B=145)
Fout=1862.60 (A=033, B=145)
Fout=1862.80 (A=034, B=145)
Fout=1863.00 (A=035, B=145)
Fout=1863.20 (A=036, B=145)
Fout=1863.40 (A=037, B=145)
Fout=1863.60 (A=038, B=145)
Fout=1863.80 (A=039, B=145)
Fout=1864.00 (A=040, B=145)
Fout=1864.20 (A=041, B=145)
Fout=1864.40 (A=042, B=145)
Fout=1864.60 (A=043, B=145)
Fout=1864.80 (A=044, B=145)
Fout=1865.00 (A=045, B=145)
Fout=1865.20 (A=046, B=145)
Fout=1865.40 (A=047, B=145)
Fout=1865.60 (A=048, B=145)
Fout=1865.80 (A=049, B=145)
Fout=1866.00 (A=050, B=145)
Fout=1866.20 (A=051, B=145)
Fout=1866.40 (A=052, B=145)
Fout=1866.60 (A=053, B=145)
Fout=1866.80 (A=054, B=145)
Fout=1867.00 (A=055, B=145)
Fout=1867.20 (A=056, B=145)
Fout=1867.40 (A=057, B=145)
Fout=1867.60 (A=058, B=145)
Fout=1867.80 (A=059, B=145)
Fout=1868.00 (A=060, B=145)
Fout=1868.20 (A=061, B=145)
Fout=1868.40 (A=062, B=145)
Fout=1868.80 (A=000, B=146)
Fout=1869.00 (A=001, B=146)
Fout=1869.20 (A=002, B=146)
Fout=1869.40 (A=003, B=146)
Fout=1869.60 (A=004, B=146)
Fout=1869.80 (A=005, B=146)
Fout=1870.00 (A=006, B=146)
Fout=1870.20 (A=007, B=146)
Fout=1870.40 (A=008, B=146)
Fout=1870.60 (A=009, B=146)
Fout=1870.80 (A=010, B=146)
Fout=1871.00 (A=011, B=146)
Fout=1871.20 (A=012, B=146)
Fout=1871.40 (A=013, B=146)
Fout=1871.60 (A=014, B=146)
Fout=1871.80 (A=015, B=146)
Fout=1872.00 (A=016, B=146)
Fout=1872.20 (A=017, B=146)
Fout=1872.40 (A=018, B=146)
Fout=1872.60 (A=019, B=146)
Fout=1872.80 (A=020, B=146)
Fout=1873.00 (A=021, B=146)
Fout=1873.20 (A=022, B=146)
Fout=1873.40 (A=023, B=146)
Fout=1873.60 (A=024, B=146)
Fout=1873.80 (A=025, B=146)
Fout=1874.00 (A=026, B=146)
Fout=1874.20 (A=027, B=146)
Fout=1874.40 (A=028, B=146)
Fout=1874.60 (A=029, B=146)
Fout=1874.80 (A=030, B=146)
Fout=1875.00 (A=031, B=146)
Fout=1875.20 (A=032, B=146)
Fout=1875.40 (A=033, B=146)
Fout=1875.60 (A=034, B=146)
Fout=1875.80 (A=035, B=146)
Fout=1876.00 (A=036, B=146)
Fout=1876.20 (A=037, B=146)
Fout=1876.40 (A=038, B=146)
Fout=1876.60 (A=039, B=146)
Fout=1876.80 (A=040, B=146)
Fout=1877.00 (A=041, B=146)
Fout=1877.20 (A=042, B=146)
Fout=1877.40 (A=043, B=146)
Fout=1877.60 (A=044, B=146)
Fout=1877.80 (A=045, B=146)
Fout=1878.00 (A=046, B=146)
Fout=1878.20 (A=047, B=146)
Fout=1878.40 (A=048, B=146)
Fout=1878.60 (A=049, B=146)
Fout=1878.80 (A=050, B=146)
Fout=1879.00 (A=051, B=146)
Fout=1879.20 (A=052, B=146)
Fout=1879.40 (A=053, B=146)
Fout=1879.60 (A=054, B=146)
Fout=1879.80 (A=055, B=146)
Fout=1880.00 (A=056, B=146)
Fout=1880.20 (A=057, B=146)
Fout=1880.40 (A=058, B=146)
Fout=1880.60 (A=059, B=146)
Fout=1880.80 (A=060, B=146)
Fout=1881.00 (A=061, B=146)
Fout=1881.20 (A=062, B=146)
Fout=1881.60 (A=000, B=147)
Fout=1881.80 (A=001, B=147)
Fout=1882.00 (A=002, B=147)
Fout=1882.20 (A=003, B=147)
Fout=1882.40 (A=004, B=147)
Fout=1882.60 (A=005, B=147)
Fout=1882.80 (A=006, B=147)
Fout=1883.00 (A=007, B=147)
Fout=1883.20 (A=008, B=147)
Fout=1883.40 (A=009, B=147)
Fout=1883.60 (A=010, B=147)
Fout=1883.80 (A=011, B=147)
Fout=1884.00 (A=012, B=147)
Fout=1884.20 (A=013, B=147)
Fout=1884.40 (A=014, B=147)
Fout=1884.60 (A=015, B=147)
Fout=1884.80 (A=016, B=147)
Fout=1885.00 (A=017, B=147)
Fout=1885.20 (A=018, B=147)
Fout=1885.40 (A=019, B=147)
Fout=1885.60 (A=020, B=147)
Fout=1885.80 (A=021, B=147)
Fout=1886.00 (A=022, B=147)
Fout=1886.20 (A=023, B=147)
Fout=1886.40 (A=024, B=147)
Fout=1886.60 (A=025, B=147)
Fout=1886.80 (A=026, B=147)
Fout=1887.00 (A=027, B=147)
Fout=1887.20 (A=028, B=147)
Fout=1887.40 (A=029, B=147)
Fout=1887.60 (A=030, B=147)
Fout=1887.80 (A=031, B=147)
Fout=1888.00 (A=032, B=147)
Fout=1888.20 (A=033, B=147)
Fout=1888.40 (A=034, B=147)
Fout=1888.60 (A=035, B=147)
Fout=1888.80 (A=036, B=147)
Fout=1889.00 (A=037, B=147)
Fout=1889.20 (A=038, B=147)
Fout=1889.40 (A=039, B=147)
Fout=1889.60 (A=040, B=147)
Fout=1889.80 (A=041, B=147)
Fout=1890.00 (A=042, B=147)
Fout=1890.20 (A=043, B=147)
Fout=1890.40 (A=044, B=147)
Fout=1890.60 (A=045, B=147)
Fout=1890.80 (A=046, B=147)
Fout=1891.00 (A=047, B=147)
Fout=1891.20 (A=048, B=147)
Fout=1891.40 (A=049, B=147)
Fout=1891.60 (A=050, B=147)
Fout=1891.80 (A=051, B=147)
Fout=1892.00 (A=052, B=147)
Fout=1892.20 (A=053, B=147)
Fout=1892.40 (A=054, B=147)
Fout=1892.60 (A=055, B=147)
Fout=1892.80 (A=056, B=147)
Fout=1893.00 (A=057, B=147)
Fout=1893.20 (A=058, B=147)
Fout=1893.40 (A=059, B=147)
Fout=1893.60 (A=060, B=147)
Fout=1893.80 (A=061, B=147)
Fout=1894.00 (A=062, B=147)
Fout=1894.40 (A=000, B=148)
Fout=1894.60 (A=001, B=148)
Fout=1894.80 (A=002, B=148)
Fout=1895.00 (A=003, B=148)
Fout=1895.20 (A=004, B=148)
Fout=1895.40 (A=005, B=148)
Fout=1895.60 (A=006, B=148)
Fout=1895.80 (A=007, B=148)
Fout=1896.00 (A=008, B=148)
Fout=1896.20 (A=009, B=148)
Fout=1896.40 (A=010, B=148)
Fout=1896.60 (A=011, B=148)
Fout=1896.80 (A=012, B=148)
Fout=1897.00 (A=013, B=148)
Fout=1897.20 (A=014, B=148)
Fout=1897.40 (A=015, B=148)
Fout=1897.60 (A=016, B=148)
Fout=1897.80 (A=017, B=148)
Fout=1898.00 (A=018, B=148)
Fout=1898.20 (A=019, B=148)
Fout=1898.40 (A=020, B=148)
Fout=1898.60 (A=021, B=148)
Fout=1898.80 (A=022, B=148)
Fout=1899.00 (A=023, B=148)
Fout=1899.20 (A=024, B=148)
Fout=1899.40 (A=025, B=148)
Fout=1899.60 (A=026, B=148)
Fout=1899.80 (A=027, B=148)
Fout=1900.00 (A=028, B=148)
Fout=1900.20 (A=029, B=148)
Fout=1900.40 (A=030, B=148)
Fout=1900.60 (A=031, B=148)
Fout=1900.80 (A=032, B=148)
Fout=1901.00 (A=033, B=148)
Fout=1901.20 (A=034, B=148)
Fout=1901.40 (A=035, B=148)
Fout=1901.60 (A=036, B=148)
Fout=1901.80 (A=037, B=148)
Fout=1902.00 (A=038, B=148)
Fout=1902.20 (A=039, B=148)
Fout=1902.40 (A=040, B=148)
Fout=1902.60 (A=041, B=148)
Fout=1902.80 (A=042, B=148)
Fout=1903.00 (A=043, B=148)
Fout=1903.20 (A=044, B=148)
Fout=1903.40 (A=045, B=148)
Fout=1903.60 (A=046, B=148)
Fout=1903.80 (A=047, B=148)
Fout=1904.00 (A=048, B=148)
Fout=1904.20 (A=049, B=148)
Fout=1904.40 (A=050, B=148)
Fout=1904.60 (A=051, B=148)
Fout=1904.80 (A=052, B=148)
Fout=1905.00 (A=053, B=148)
Fout=1905.20 (A=054, B=148)
Fout=1905.40 (A=055, B=148)
Fout=1905.60 (A=056, B=148)
Fout=1905.80 (A=057, B=148)
Fout=1906.00 (A=058, B=148)
Fout=1906.20 (A=059, B=148)
Fout=1906.40 (A=060, B=148)
Fout=1906.60 (A=061, B=148)
Fout=1906.80 (A=062, B=148)
Fout=1907.20 (A=000, B=149)
Fout=1907.40 (A=001, B=149)
Fout=1907.60 (A=002, B=149)
Fout=1907.80 (A=003, B=149)
Fout=1908.00 (A=004, B=149)
Fout=1908.20 (A=005, B=149)
Fout=1908.40 (A=006, B=149)
Fout=1908.60 (A=007, B=149)
Fout=1908.80 (A=008, B=149)
