PLL Rx Low Band:
Fch=884.00 (Fvco=3536.00, Nint=068, Nfrac=000)
Fch=1831.80 (Fvco=3663.60, Nint=070, Nfrac=059)
Fch=1832.00 (Fvco=3664.00, Nint=070, Nfrac=060)
Fch=1832.20 (Fvco=3664.40, Nint=070, Nfrac=061)
Fch=1832.40 (Fvco=3664.80, Nint=070, Nfrac=062)
Fch=1832.60 (Fvco=3665.20, Nint=070, Nfrac=063)
Fch=1832.80 (Fvco=3665.60, Nint=070, Nfrac=064)
Fch=1833.00 (Fvco=3666.00, Nint=070, Nfrac=065)
Fch=1833.20 (Fvco=3666.40, Nint=070, Nfrac=066)
Fch=1833.40 (Fvco=3666.80, Nint=070, Nfrac=067)
Fch=1833.60 (Fvco=3667.20, Nint=070, Nfrac=068)
Fch=1833.80 (Fvco=3667.60, Nint=070, Nfrac=069)
Fch=1834.00 (Fvco=3668.00, Nint=070, Nfrac=070)
Fch=1834.20 (Fvco=3668.40, Nint=070, Nfrac=071)
Fch=1834.40 (Fvco=3668.80, Nint=070, Nfrac=072)
Fch=1834.60 (Fvco=3669.20, Nint=070, Nfrac=073)
Fch=1834.80 (Fvco=3669.60, Nint=070, Nfrac=074)
Fch=1835.00 (Fvco=3670.00, Nint=070, Nfrac=075)
Fch=1835.20 (Fvco=3670.40, Nint=070, Nfrac=076)
Fch=1835.40 (Fvco=3670.80, Nint=070, Nfrac=077)
Fch=1835.60 (Fvco=3671.20, Nint=070, Nfrac=078)
Fch=1835.80 (Fvco=3671.60, Nint=070, Nfrac=079)
Fch=1836.00 (Fvco=3672.00, Nint=070, Nfrac=080)
Fch=1836.20 (Fvco=3672.40, Nint=070, Nfrac=081)
Fch=1836.40 (Fvco=3672.80, Nint=070, Nfrac=082)
Fch=1836.60 (Fvco=3673.20, Nint=070, Nfrac=083)
Fch=1836.80 (Fvco=3673.60, Nint=070, Nfrac=084)
Fch=1837.00 (Fvco=3674.00, Nint=070, Nfrac=085)
Fch=1837.20 (Fvco=3674.40, Nint=070, Nfrac=086)
Fch=1837.40 (Fvco=3674.80, Nint=070, Nfrac=087)
Fch=1837.60 (Fvco=3675.20, Nint=070, Nfrac=088)
Fch=1837.80 (Fvco=3675.60, Nint=070, Nfrac=089)
Fch=1838.00 (Fvco=3676.00, Nint=070, Nfrac=090)
Fch=1838.20 (Fvco=3676.40, Nint=070, Nfrac=091)
Fch=1838.40 (Fvco=3676.80, Nint=070, Nfrac=092)
Fch=1838.60 (Fvco=3677.20, Nint=070, Nfrac=093)
Fch=1838.80 (Fvco=3677.60, Nint=070, Nfrac=094)
Fch=1839.00 (Fvco=3678.00, Nint=070, Nfrac=095)
Fch=1839.20 (Fvco=3678.40, Nint=070, Nfrac=096)
Fch=1839.40 (Fvco=3678.80, Nint=070, Nfrac=097)
Fch=1839.60 (Fvco=3679.20, Nint=070, Nfrac=098)
Fch=1839.80 (Fvco=3679.60, Nint=070, Nfrac=099)
Fch=1840.00 (Fvco=3680.00, Nint=070, Nfrac=100)
Fch=1840.20 (Fvco=3680.40, Nint=070, Nfrac=101)
Fch=1840.40 (Fvco=3680.80, Nint=070, Nfrac=102)
Fch=1840.60 (Fvco=3681.20, Nint=070, Nfrac=103)
Fch=1840.80 (Fvco=3681.60, Nint=070, Nfrac=104)
Fch=1841.00 (Fvco=3682.00, Nint=070, Nfrac=105)
Fch=1841.20 (Fvco=3682.40, Nint=070, Nfrac=106)
Fch=1841.40 (Fvco=3682.80, Nint=070, Nfrac=107)
Fch=1841.60 (Fvco=3683.20, Nint=070, Nfrac=108)
Fch=1841.80 (Fvco=3683.60, Nint=070, Nfrac=109)
Fch=1842.00 (Fvco=3684.00, Nint=070, Nfrac=110)
Fch=1842.20 (Fvco=3684.40, Nint=070, Nfrac=111)
Fch=1842.40 (Fvco=3684.80, Nint=070, Nfrac=112)
Fch=1842.60 (Fvco=3685.20, Nint=070, Nfrac=113)
Fch=1842.80 (Fvco=3685.60, Nint=070, Nfrac=114)
Fch=1843.00 (Fvco=3686.00, Nint=070, Nfrac=115)
Fch=1843.20 (Fvco=3686.40, Nint=070, Nfrac=116)
Fch=1843.40 (Fvco=3686.80, Nint=070, Nfrac=117)
Fch=1843.60 (Fvco=3687.20, Nint=070, Nfrac=118)
Fch=1843.80 (Fvco=3687.60, Nint=070, Nfrac=119)
Fch=1844.00 (Fvco=3688.00, Nint=070, Nfrac=120)
Fch=1844.20 (Fvco=3688.40, Nint=070, Nfrac=121)
Fch=1844.40 (Fvco=3688.80, Nint=070, Nfrac=122)
Fch=1844.60 (Fvco=3689.20, Nint=070, Nfrac=123)
Fch=1844.80 (Fvco=3689.60, Nint=070, Nfrac=124)
Fch=1845.00 (Fvco=3690.00, Nint=070, Nfrac=125)
Fch=1845.20 (Fvco=3690.40, Nint=070, Nfrac=126)
Fch=1845.40 (Fvco=3690.80, Nint=070, Nfrac=127)
Fch=1845.60 (Fvco=3691.20, Nint=070, Nfrac=128)
Fch=1845.80 (Fvco=3691.60, Nint=070, Nfrac=129)
Fch=1846.00 (Fvco=3692.00, Nint=070, Nfrac=130)
Fch=1846.00 (Fvco=3692.00, Nint=071, Nfrac=000)
Fch=1846.20 (Fvco=3692.40, Nint=071, Nfrac=001)
Fch=1846.40 (Fvco=3692.80, Nint=071, Nfrac=002)
Fch=1846.60 (Fvco=3693.20, Nint=071, Nfrac=003)
Fch=1846.80 (Fvco=3693.60, Nint=071, Nfrac=004)
Fch=1847.00 (Fvco=3694.00, Nint=071, Nfrac=005)
Fch=1847.20 (Fvco=3694.40, Nint=071, Nfrac=006)
Fch=1847.40 (Fvco=3694.80, Nint=071, Nfrac=007)
Fch=1847.60 (Fvco=3695.20, Nint=071, Nfrac=008)
Fch=1847.80 (Fvco=3695.60, Nint=071, Nfrac=009)
Fch=1848.00 (Fvco=3696.00, Nint=071, Nfrac=010)
Fch=1848.20 (Fvco=3696.40, Nint=071, Nfrac=011)
Fch=1848.40 (Fvco=3696.80, Nint=071, Nfrac=012)
Fch=1848.60 (Fvco=3697.20, Nint=071, Nfrac=013)
Fch=1848.80 (Fvco=3697.60, Nint=071, Nfrac=014)
Fch=1849.00 (Fvco=3698.00, Nint=071, Nfrac=015)
Fch=1849.20 (Fvco=3698.40, Nint=071, Nfrac=016)
Fch=1849.40 (Fvco=3698.80, Nint=071, Nfrac=017)
Fch=1849.60 (Fvco=3699.20, Nint=071, Nfrac=018)
Fch=1849.80 (Fvco=3699.60, Nint=071, Nfrac=019)
Fch=1850.00 (Fvco=3700.00, Nint=071, Nfrac=020)
Fch=1850.20 (Fvco=3700.40, Nint=071, Nfrac=021)
Fch=1850.40 (Fvco=3700.80, Nint=071, Nfrac=022)
Fch=1850.60 (Fvco=3701.20, Nint=071, Nfrac=023)
Fch=1850.80 (Fvco=3701.60, Nint=071, Nfrac=024)
Fch=1851.00 (Fvco=3702.00, Nint=071, Nfrac=025)
Fch=1851.20 (Fvco=3702.40, Nint=071, Nfrac=026)
Fch=1851.40 (Fvco=3702.80, Nint=071, Nfrac=027)
Fch=1851.60 (Fvco=3703.20, Nint=071, Nfrac=028)
Fch=1851.80 (Fvco=3703.60, Nint=071, Nfrac=029)
Fch=1852.00 (Fvco=3704.00, Nint=071, Nfrac=030)
Fch=1852.20 (Fvco=3704.40, Nint=071, Nfrac=031)
Fch=1852.40 (Fvco=3704.80, Nint=071, Nfrac=032)
Fch=1852.60 (Fvco=3705.20, Nint=071, Nfrac=033)
Fch=1852.80 (Fvco=3705.60, Nint=071, Nfrac=034)
Fch=1853.00 (Fvco=3706.00, Nint=071, Nfrac=035)
Fch=1853.20 (Fvco=3706.40, Nint=071, Nfrac=036)
Fch=1853.40 (Fvco=3706.80, Nint=071, Nfrac=037)
Fch=1853.60 (Fvco=3707.20, Nint=071, Nfrac=038)
Fch=1853.80 (Fvco=3707.60, Nint=071, Nfrac=039)
Fch=1854.00 (Fvco=3708.00, Nint=071, Nfrac=040)
Fch=1854.20 (Fvco=3708.40, Nint=071, Nfrac=041)
Fch=1854.40 (Fvco=3708.80, Nint=071, Nfrac=042)
Fch=1854.60 (Fvco=3709.20, Nint=071, Nfrac=043)
Fch=1854.80 (Fvco=3709.60, Nint=071, Nfrac=044)
Fch=1855.00 (Fvco=3710.00, Nint=071, Nfrac=045)
Fch=1855.20 (Fvco=3710.40, Nint=071, Nfrac=046)
Fch=1855.40 (Fvco=3710.80, Nint=071, Nfrac=047)
Fch=1855.60 (Fvco=3711.20, Nint=071, Nfrac=048)
Fch=1855.80 (Fvco=3711.60, Nint=071, Nfrac=049)
Fch=1856.00 (Fvco=3712.00, Nint=071, Nfrac=050)
Fch=1856.20 (Fvco=3712.40, Nint=071, Nfrac=051)
Fch=1856.40 (Fvco=3712.80, Nint=071, Nfrac=052)
Fch=1856.60 (Fvco=3713.20, Nint=071, Nfrac=053)
Fch=1856.80 (Fvco=3713.60, Nint=071, Nfrac=054)
Fch=1857.00 (Fvco=3714.00, Nint=071, Nfrac=055)
Fch=1857.20 (Fvco=3714.40, Nint=071, Nfrac=056)
Fch=1857.40 (Fvco=3714.80, Nint=071, Nfrac=057)
Fch=1857.60 (Fvco=3715.20, Nint=071, Nfrac=058)
Fch=1857.80 (Fvco=3715.60, Nint=071, Nfrac=059)
Fch=1858.00 (Fvco=3716.00, Nint=071, Nfrac=060)
Fch=1858.20 (Fvco=3716.40, Nint=071, Nfrac=061)
Fch=1858.40 (Fvco=3716.80, Nint=071, Nfrac=062)
Fch=1858.60 (Fvco=3717.20, Nint=071, Nfrac=063)
Fch=1858.80 (Fvco=3717.60, Nint=071, Nfrac=064)
Fch=1859.00 (Fvco=3718.00, Nint=071, Nfrac=065)
Fch=1859.20 (Fvco=3718.40, Nint=071, Nfrac=066)
Fch=1859.40 (Fvco=3718.80, Nint=071, Nfrac=067)
Fch=1859.60 (Fvco=3719.20, Nint=071, Nfrac=068)
Fch=1859.80 (Fvco=3719.60, Nint=071, Nfrac=069)
Fch=1860.00 (Fvco=3720.00, Nint=071, Nfrac=070)
Fch=1860.20 (Fvco=3720.40, Nint=071, Nfrac=071)
Fch=1860.40 (Fvco=3720.80, Nint=071, Nfrac=072)
Fch=1860.60 (Fvco=3721.20, Nint=071, Nfrac=073)
Fch=1860.80 (Fvco=3721.60, Nint=071, Nfrac=074)
Fch=1861.00 (Fvco=3722.00, Nint=071, Nfrac=075)
Fch=1861.20 (Fvco=3722.40, Nint=071, Nfrac=076)
Fch=1861.40 (Fvco=3722.80, Nint=071, Nfrac=077)
Fch=1861.60 (Fvco=3723.20, Nint=071, Nfrac=078)
Fch=1861.80 (Fvco=3723.60, Nint=071, Nfrac=079)
Fch=1862.00 (Fvco=3724.00, Nint=071, Nfrac=080)
Fch=1862.20 (Fvco=3724.40, Nint=071, Nfrac=081)
Fch=1862.40 (Fvco=3724.80, Nint=071, Nfrac=082)
Fch=1862.60 (Fvco=3725.20, Nint=071, Nfrac=083)
Fch=1862.80 (Fvco=3725.60, Nint=071, Nfrac=084)
Fch=1863.00 (Fvco=3726.00, Nint=071, Nfrac=085)
Fch=1863.20 (Fvco=3726.40, Nint=071, Nfrac=086)
Fch=1863.40 (Fvco=3726.80, Nint=071, Nfrac=087)
Fch=1863.60 (Fvco=3727.20, Nint=071, Nfrac=088)
Fch=1863.80 (Fvco=3727.60, Nint=071, Nfrac=089)
Fch=1864.00 (Fvco=3728.00, Nint=071, Nfrac=090)
Fch=1864.20 (Fvco=3728.40, Nint=071, Nfrac=091)
Fch=1864.40 (Fvco=3728.80, Nint=071, Nfrac=092)
Fch=1864.60 (Fvco=3729.20, Nint=071, Nfrac=093)
Fch=1864.80 (Fvco=3729.60, Nint=071, Nfrac=094)
Fch=1865.00 (Fvco=3730.00, Nint=071, Nfrac=095)
Fch=1865.20 (Fvco=3730.40, Nint=071, Nfrac=096)
Fch=1865.40 (Fvco=3730.80, Nint=071, Nfrac=097)
Fch=1865.60 (Fvco=3731.20, Nint=071, Nfrac=098)
Fch=1865.80 (Fvco=3731.60, Nint=071, Nfrac=099)
Fch=1866.00 (Fvco=3732.00, Nint=071, Nfrac=100)
Fch=1866.20 (Fvco=3732.40, Nint=071, Nfrac=101)
Fch=1866.40 (Fvco=3732.80, Nint=071, Nfrac=102)
Fch=1866.60 (Fvco=3733.20, Nint=071, Nfrac=103)
Fch=1866.80 (Fvco=3733.60, Nint=071, Nfrac=104)
Fch=1867.00 (Fvco=3734.00, Nint=071, Nfrac=105)
Fch=1867.20 (Fvco=3734.40, Nint=071, Nfrac=106)
Fch=1867.40 (Fvco=3734.80, Nint=071, Nfrac=107)
Fch=1867.60 (Fvco=3735.20, Nint=071, Nfrac=108)
Fch=1867.80 (Fvco=3735.60, Nint=071, Nfrac=109)
Fch=1868.00 (Fvco=3736.00, Nint=071, Nfrac=110)
Fch=1868.20 (Fvco=3736.40, Nint=071, Nfrac=111)
Fch=1868.40 (Fvco=3736.80, Nint=071, Nfrac=112)
Fch=1868.60 (Fvco=3737.20, Nint=071, Nfrac=113)
Fch=1868.80 (Fvco=3737.60, Nint=071, Nfrac=114)
Fch=1869.00 (Fvco=3738.00, Nint=071, Nfrac=115)
Fch=1869.20 (Fvco=3738.40, Nint=071, Nfrac=116)
Fch=1869.40 (Fvco=3738.80, Nint=071, Nfrac=117)
Fch=1869.60 (Fvco=3739.20, Nint=071, Nfrac=118)
Fch=1869.80 (Fvco=3739.60, Nint=071, Nfrac=119)
Fch=1870.00 (Fvco=3740.00, Nint=071, Nfrac=120)
Fch=1870.20 (Fvco=3740.40, Nint=071, Nfrac=121)
Fch=1870.40 (Fvco=3740.80, Nint=071, Nfrac=122)
Fch=1870.60 (Fvco=3741.20, Nint=071, Nfrac=123)
Fch=1870.80 (Fvco=3741.60, Nint=071, Nfrac=124)
Fch=1871.00 (Fvco=3742.00, Nint=071, Nfrac=125)
Fch=1871.20 (Fvco=3742.40, Nint=071, Nfrac=126)
Fch=1871.40 (Fvco=3742.80, Nint=071, Nfrac=127)
Fch=1871.60 (Fvco=3743.20, Nint=071, Nfrac=128)
Fch=1871.80 (Fvco=3743.60, Nint=071, Nfrac=129)
Fch=1872.00 (Fvco=3744.00, Nint=071, Nfrac=130)
Fch=1872.00 (Fvco=3744.00, Nint=072, Nfrac=000)
Fch=1872.20 (Fvco=3744.40, Nint=072, Nfrac=001)
Fch=1872.40 (Fvco=3744.80, Nint=072, Nfrac=002)
Fch=1872.60 (Fvco=3745.20, Nint=072, Nfrac=003)
Fch=1872.80 (Fvco=3745.60, Nint=072, Nfrac=004)
Fch=1873.00 (Fvco=3746.00, Nint=072, Nfrac=005)
Fch=1873.20 (Fvco=3746.40, Nint=072, Nfrac=006)
Fch=1873.40 (Fvco=3746.80, Nint=072, Nfrac=007)
Fch=1873.60 (Fvco=3747.20, Nint=072, Nfrac=008)
Fch=1873.80 (Fvco=3747.60, Nint=072, Nfrac=009)
Fch=1874.00 (Fvco=3748.00, Nint=072, Nfrac=010)
Fch=1874.20 (Fvco=3748.40, Nint=072, Nfrac=011)
Fch=1874.40 (Fvco=3748.80, Nint=072, Nfrac=012)
Fch=1874.60 (Fvco=3749.20, Nint=072, Nfrac=013)
Fch=1874.80 (Fvco=3749.60, Nint=072, Nfrac=014)
Fch=1875.00 (Fvco=3750.00, Nint=072, Nfrac=015)
Fch=1875.20 (Fvco=3750.40, Nint=072, Nfrac=016)
Fch=1875.40 (Fvco=3750.80, Nint=072, Nfrac=017)
Fch=1875.60 (Fvco=3751.20, Nint=072, Nfrac=018)
Fch=1875.80 (Fvco=3751.60, Nint=072, Nfrac=019)
Fch=1876.00 (Fvco=3752.00, Nint=072, Nfrac=020)
Fch=1876.20 (Fvco=3752.40, Nint=072, Nfrac=021)
Fch=1876.40 (Fvco=3752.80, Nint=072, Nfrac=022)
Fch=1876.60 (Fvco=3753.20, Nint=072, Nfrac=023)
Fch=1876.80 (Fvco=3753.60, Nint=072, Nfrac=024)
Fch=1877.00 (Fvco=3754.00, Nint=072, Nfrac=025)
Fch=1877.20 (Fvco=3754.40, Nint=072, Nfrac=026)
Fch=1877.40 (Fvco=3754.80, Nint=072, Nfrac=027)
Fch=1877.60 (Fvco=3755.20, Nint=072, Nfrac=028)
Fch=1877.80 (Fvco=3755.60, Nint=072, Nfrac=029)
Fch=1878.00 (Fvco=3756.00, Nint=072, Nfrac=030)
Fch=1878.20 (Fvco=3756.40, Nint=072, Nfrac=031)
Fch=1878.40 (Fvco=3756.80, Nint=072, Nfrac=032)
Fch=1878.60 (Fvco=3757.20, Nint=072, Nfrac=033)
Fch=1878.80 (Fvco=3757.60, Nint=072, Nfrac=034)
Fch=1879.00 (Fvco=3758.00, Nint=072, Nfrac=035)
Fch=1879.20 (Fvco=3758.40, Nint=072, Nfrac=036)
Fch=1879.40 (Fvco=3758.80, Nint=072, Nfrac=037)
Fch=1879.60 (Fvco=3759.20, Nint=072, Nfrac=038)
Fch=1879.80 (Fvco=3759.60, Nint=072, Nfrac=039)
Fch=1880.00 (Fvco=3760.00, Nint=072, Nfrac=040)
Fch=1880.20 (Fvco=3760.40, Nint=072, Nfrac=041)
Fch=1880.40 (Fvco=3760.80, Nint=072, Nfrac=042)
Fch=1880.60 (Fvco=3761.20, Nint=072, Nfrac=043)
Fch=1880.80 (Fvco=3761.60, Nint=072, Nfrac=044)
Fch=1881.00 (Fvco=3762.00, Nint=072, Nfrac=045)
Fch=1881.20 (Fvco=3762.40, Nint=072, Nfrac=046)
Fch=1881.40 (Fvco=3762.80, Nint=072, Nfrac=047)
Fch=1881.60 (Fvco=3763.20, Nint=072, Nfrac=048)
Fch=1881.80 (Fvco=3763.60, Nint=072, Nfrac=049)
Fch=1882.00 (Fvco=3764.00, Nint=072, Nfrac=050)
Fch=1882.20 (Fvco=3764.40, Nint=072, Nfrac=051)
Fch=1882.40 (Fvco=3764.80, Nint=072, Nfrac=052)
Fch=1882.60 (Fvco=3765.20, Nint=072, Nfrac=053)
Fch=1882.80 (Fvco=3765.60, Nint=072, Nfrac=054)
Fch=1883.00 (Fvco=3766.00, Nint=072, Nfrac=055)
Fch=1883.20 (Fvco=3766.40, Nint=072, Nfrac=056)
Fch=1883.40 (Fvco=3766.80, Nint=072, Nfrac=057)
Fch=1883.60 (Fvco=3767.20, Nint=072, Nfrac=058)
Fch=1883.80 (Fvco=3767.60, Nint=072, Nfrac=059)
Fch=1884.00 (Fvco=3768.00, Nint=072, Nfrac=060)
Fch=1884.20 (Fvco=3768.40, Nint=072, Nfrac=061)
Fch=1884.40 (Fvco=3768.80, Nint=072, Nfrac=062)
Fch=1884.60 (Fvco=3769.20, Nint=072, Nfrac=063)
Fch=1884.80 (Fvco=3769.60, Nint=072, Nfrac=064)
Fch=1885.00 (Fvco=3770.00, Nint=072, Nfrac=065)
Fch=1885.20 (Fvco=3770.40, Nint=072, Nfrac=066)
Fch=1885.40 (Fvco=3770.80, Nint=072, Nfrac=067)
Fch=1885.60 (Fvco=3771.20, Nint=072, Nfrac=068)
Fch=1885.80 (Fvco=3771.60, Nint=072, Nfrac=069)
Fch=1886.00 (Fvco=3772.00, Nint=072, Nfrac=070)
Fch=1886.20 (Fvco=3772.40, Nint=072, Nfrac=071)
Fch=1886.40 (Fvco=3772.80, Nint=072, Nfrac=072)
Fch=1886.60 (Fvco=3773.20, Nint=072, Nfrac=073)
Fch=1886.80 (Fvco=3773.60, Nint=072, Nfrac=074)
Fch=1887.00 (Fvco=3774.00, Nint=072, Nfrac=075)
Fch=1887.20 (Fvco=3774.40, Nint=072, Nfrac=076)
Fch=1887.40 (Fvco=3774.80, Nint=072, Nfrac=077)
Fch=1887.60 (Fvco=3775.20, Nint=072, Nfrac=078)
Fch=1887.80 (Fvco=3775.60, Nint=072, Nfrac=079)
Fch=1888.00 (Fvco=3776.00, Nint=072, Nfrac=080)
Fch=1888.20 (Fvco=3776.40, Nint=072, Nfrac=081)
Fch=1888.40 (Fvco=3776.80, Nint=072, Nfrac=082)
Fch=1888.60 (Fvco=3777.20, Nint=072, Nfrac=083)
Fch=1888.80 (Fvco=3777.60, Nint=072, Nfrac=084)
Fch=1889.00 (Fvco=3778.00, Nint=072, Nfrac=085)
Fch=1889.20 (Fvco=3778.40, Nint=072, Nfrac=086)
Fch=1889.40 (Fvco=3778.80, Nint=072, Nfrac=087)
Fch=1889.60 (Fvco=3779.20, Nint=072, Nfrac=088)
Fch=1889.80 (Fvco=3779.60, Nint=072, Nfrac=089)
Fch=1890.00 (Fvco=3780.00, Nint=072, Nfrac=090)
Fch=1890.20 (Fvco=3780.40, Nint=072, Nfrac=091)
Fch=1890.40 (Fvco=3780.80, Nint=072, Nfrac=092)
Fch=1890.60 (Fvco=3781.20, Nint=072, Nfrac=093)
Fch=1890.80 (Fvco=3781.60, Nint=072, Nfrac=094)
Fch=1891.00 (Fvco=3782.00, Nint=072, Nfrac=095)
Fch=1891.20 (Fvco=3782.40, Nint=072, Nfrac=096)
Fch=1891.40 (Fvco=3782.80, Nint=072, Nfrac=097)
Fch=1891.60 (Fvco=3783.20, Nint=072, Nfrac=098)
Fch=1891.80 (Fvco=3783.60, Nint=072, Nfrac=099)
Fch=1892.00 (Fvco=3784.00, Nint=072, Nfrac=100)
Fch=1892.20 (Fvco=3784.40, Nint=072, Nfrac=101)
Fch=1892.40 (Fvco=3784.80, Nint=072, Nfrac=102)
Fch=1892.60 (Fvco=3785.20, Nint=072, Nfrac=103)
Fch=1892.80 (Fvco=3785.60, Nint=072, Nfrac=104)
Fch=1893.00 (Fvco=3786.00, Nint=072, Nfrac=105)
Fch=1893.20 (Fvco=3786.40, Nint=072, Nfrac=106)
Fch=1893.40 (Fvco=3786.80, Nint=072, Nfrac=107)
Fch=1893.60 (Fvco=3787.20, Nint=072, Nfrac=108)
Fch=1893.80 (Fvco=3787.60, Nint=072, Nfrac=109)
Fch=1894.00 (Fvco=3788.00, Nint=072, Nfrac=110)
Fch=1894.20 (Fvco=3788.40, Nint=072, Nfrac=111)
Fch=1894.40 (Fvco=3788.80, Nint=072, Nfrac=112)
Fch=1894.60 (Fvco=3789.20, Nint=072, Nfrac=113)
Fch=1894.80 (Fvco=3789.60, Nint=072, Nfrac=114)
Fch=1895.00 (Fvco=3790.00, Nint=072, Nfrac=115)
Fch=1895.20 (Fvco=3790.40, Nint=072, Nfrac=116)
Fch=1895.40 (Fvco=3790.80, Nint=072, Nfrac=117)
Fch=1895.60 (Fvco=3791.20, Nint=072, Nfrac=118)
Fch=1895.80 (Fvco=3791.60, Nint=072, Nfrac=119)
Fch=1896.00 (Fvco=3792.00, Nint=072, Nfrac=120)
Fch=1896.20 (Fvco=3792.40, Nint=072, Nfrac=121)
Fch=1896.40 (Fvco=3792.80, Nint=072, Nfrac=122)
Fch=1896.60 (Fvco=3793.20, Nint=072, Nfrac=123)
Fch=1896.80 (Fvco=3793.60, Nint=072, Nfrac=124)
Fch=1897.00 (Fvco=3794.00, Nint=072, Nfrac=125)
Fch=1897.20 (Fvco=3794.40, Nint=072, Nfrac=126)
Fch=1897.40 (Fvco=3794.80, Nint=072, Nfrac=127)
Fch=1897.60 (Fvco=3795.20, Nint=072, Nfrac=128)
Fch=1897.80 (Fvco=3795.60, Nint=072, Nfrac=129)
Fch=1898.00 (Fvco=3796.00, Nint=072, Nfrac=130)
Fch=1898.00 (Fvco=3796.00, Nint=073, Nfrac=000)
Fch=1898.20 (Fvco=3796.40, Nint=073, Nfrac=001)
Fch=1898.40 (Fvco=3796.80, Nint=073, Nfrac=002)
Fch=1898.60 (Fvco=3797.20, Nint=073, Nfrac=003)
Fch=1898.80 (Fvco=3797.60, Nint=073, Nfrac=004)
Fch=1899.00 (Fvco=3798.00, Nint=073, Nfrac=005)
Fch=1899.20 (Fvco=3798.40, Nint=073, Nfrac=006)
Fch=1899.40 (Fvco=3798.80, Nint=073, Nfrac=007)
Fch=1899.60 (Fvco=3799.20, Nint=073, Nfrac=008)
Fch=1899.80 (Fvco=3799.60, Nint=073, Nfrac=009)
Fch=1900.00 (Fvco=3800.00, Nint=073, Nfrac=010)
Fch=1900.20 (Fvco=3800.40, Nint=073, Nfrac=011)
Fch=1900.40 (Fvco=3800.80, Nint=073, Nfrac=012)
Fch=1900.60 (Fvco=3801.20, Nint=073, Nfrac=013)
Fch=1900.80 (Fvco=3801.60, Nint=073, Nfrac=014)
Fch=1901.00 (Fvco=3802.00, Nint=073, Nfrac=015)
Fch=1901.20 (Fvco=3802.40, Nint=073, Nfrac=016)
Fch=1901.40 (Fvco=3802.80, Nint=073, Nfrac=017)
Fch=1901.60 (Fvco=3803.20, Nint=073, Nfrac=018)
Fch=1901.80 (Fvco=3803.60, Nint=073, Nfrac=019)
Fch=1902.00 (Fvco=3804.00, Nint=073, Nfrac=020)
Fch=1902.20 (Fvco=3804.40, Nint=073, Nfrac=021)
Fch=1902.40 (Fvco=3804.80, Nint=073, Nfrac=022)
Fch=1902.60 (Fvco=3805.20, Nint=073, Nfrac=023)
Fch=1902.80 (Fvco=3805.60, Nint=073, Nfrac=024)
Fch=1903.00 (Fvco=3806.00, Nint=073, Nfrac=025)
Fch=1903.20 (Fvco=3806.40, Nint=073, Nfrac=026)
Fch=1903.40 (Fvco=3806.80, Nint=073, Nfrac=027)
Fch=1903.60 (Fvco=3807.20, Nint=073, Nfrac=028)
Fch=1903.80 (Fvco=3807.60, Nint=073, Nfrac=029)
Fch=1904.00 (Fvco=3808.00, Nint=073, Nfrac=030)
Fch=1904.20 (Fvco=3808.40, Nint=073, Nfrac=031)
Fch=1904.40 (Fvco=3808.80, Nint=073, Nfrac=032)
Fch=1904.60 (Fvco=3809.20, Nint=073, Nfrac=033)
Fch=1904.80 (Fvco=3809.60, Nint=073, Nfrac=034)
Fch=1905.00 (Fvco=3810.00, Nint=073, Nfrac=035)
Fch=1905.20 (Fvco=3810.40, Nint=073, Nfrac=036)
Fch=1905.40 (Fvco=3810.80, Nint=073, Nfrac=037)
Fch=1905.60 (Fvco=3811.20, Nint=073, Nfrac=038)
Fch=1905.80 (Fvco=3811.60, Nint=073, Nfrac=039)
Fch=1906.00 (Fvco=3812.00, Nint=073, Nfrac=040)
Fch=1906.20 (Fvco=3812.40, Nint=073, Nfrac=041)
Fch=1906.40 (Fvco=3812.80, Nint=073, Nfrac=042)
Fch=1906.60 (Fvco=3813.20, Nint=073, Nfrac=043)
Fch=1906.80 (Fvco=3813.60, Nint=073, Nfrac=044)
Fch=1907.00 (Fvco=3814.00, Nint=073, Nfrac=045)
Fch=1907.20 (Fvco=3814.40, Nint=073, Nfrac=046)
Fch=1907.40 (Fvco=3814.80, Nint=073, Nfrac=047)
Fch=1907.60 (Fvco=3815.20, Nint=073, Nfrac=048)
Fch=1907.80 (Fvco=3815.60, Nint=073, Nfrac=049)
Fch=1908.00 (Fvco=3816.00, Nint=073, Nfrac=050)
Fch=1908.20 (Fvco=3816.40, Nint=073, Nfrac=051)
Fch=1908.40 (Fvco=3816.80, Nint=073, Nfrac=052)
Fch=1908.60 (Fvco=3817.20, Nint=073, Nfrac=053)
Fch=1908.80 (Fvco=3817.60, Nint=073, Nfrac=054)
Fch=1909.00 (Fvco=3818.00, Nint=073, Nfrac=055)
Fch=1909.20 (Fvco=3818.40, Nint=073, Nfrac=056)
Fch=1909.40 (Fvco=3818.80, Nint=073, Nfrac=057)
Fch=1909.60 (Fvco=3819.20, Nint=073, Nfrac=058)
Fch=1909.80 (Fvco=3819.60, Nint=073, Nfrac=059)
Fch=1910.00 (Fvco=3820.00, Nint=073, Nfrac=060)
Fch=1910.20 (Fvco=3820.40, Nint=073, Nfrac=061)
Fch=1910.40 (Fvco=3820.80, Nint=073, Nfrac=062)
Fch=1910.60 (Fvco=3821.20, Nint=073, Nfrac=063)
